71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,73,73,73,73,73,73,73,73,73,71,71,71
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,74,72,72,72,72,72,72,72,74,71,71,71
71,71,71,71,71,71,71,71,71,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,71,71,71,71,71,71,71,74,71,71,71
71,71,71,71,71,71,71,71,71,74,72,72,72,72,72,72,72,72,72,72,72,72,72,72,71,71,71,71,71,71,71,74,71,71,71
71,71,71,71,71,71,71,71,71,74,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,74,71,71,71
71,71,71,71,71,71,71,71,71,74,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,74,71,71,71
71,71,71,71,71,71,71,71,71,74,71,71,74,73,73,73,73,73,73,73,73,73,73,73,71,71,71,71,71,71,71,74,71,71,71
71,71,71,71,71,71,71,71,71,74,71,71,74,72,72,72,72,72,72,72,72,72,72,74,71,71,71,71,71,71,71,74,71,71,71
71,71,71,71,71,71,71,71,71,74,71,71,74,71,71,71,71,71,71,71,71,71,71,74,71,71,71,71,71,71,71,74,71,71,71
71,71,71,71,71,71,71,71,71,74,71,71,74,71,71,71,71,71,71,71,71,71,71,73,73,73,73,73,73,73,73,73,71,71,71
71,71,71,71,71,71,71,71,71,74,71,71,74,71,71,71,71,71,71,71,71,71,71,72,72,72,72,72,72,72,72,72,71,71,71
71,71,71,71,71,71,71,71,71,74,71,71,74,71,71,71,74,73,73,73,73,73,73,73,73,73,73,73,71,71,71,71,71,71,71
71,71,71,71,71,71,71,71,71,74,71,71,74,71,71,71,74,72,72,72,72,72,72,72,72,72,72,74,71,71,71,71,71,71,71
71,71,71,71,71,71,71,71,71,74,71,71,74,71,71,71,74,71,71,71,71,71,71,71,71,71,71,74,71,71,71,71,71,71,71
71,71,71,71,71,71,71,71,71,74,71,71,74,71,71,71,74,71,71,71,71,71,71,71,71,71,71,74,71,71,71,71,71,71,71
71,71,71,71,71,71,71,71,71,74,71,71,73,73,73,73,73,71,71,73,73,73,73,73,71,71,71,74,71,71,71,71,71,71,71
71,71,71,71,71,71,71,71,71,74,71,71,72,72,72,72,72,71,71,72,72,72,72,74,71,71,71,74,71,71,71,71,71,71,71
71,71,71,71,71,71,71,71,71,74,71,71,71,71,71,71,71,71,71,71,71,71,71,74,71,71,71,74,71,71,71,71,71,71,71
71,71,71,71,71,71,71,71,71,74,71,71,71,71,71,71,71,71,71,71,71,71,71,74,71,71,71,74,71,71,71,71,71,71,71
71,71,71,71,71,71,71,71,71,74,71,71,71,71,71,71,71,71,71,71,71,71,71,74,71,71,71,74,71,71,71,71,71,71,71
71,71,71,71,71,71,71,71,71,74,73,73,73,73,73,73,73,71,71,71,71,71,71,74,71,71,71,74,71,71,71,71,71,71,71
71,71,71,71,71,71,71,71,71,74,72,72,72,72,72,72,72,71,71,71,71,71,71,74,71,71,71,74,71,71,71,71,71,71,71
71,71,71,71,71,71,71,71,71,74,71,71,71,71,71,71,71,71,71,71,71,71,71,74,71,71,71,74,71,71,71,71,71,71,71
71,71,71,71,73,73,73,73,73,74,71,71,71,71,71,71,71,71,71,71,71,71,71,74,71,71,71,74,71,71,71,71,71,71,71
71,71,71,71,74,72,72,72,72,72,71,71,71,71,71,71,71,71,71,71,71,71,71,74,71,71,71,74,71,71,71,71,71,71,71
71,71,71,71,74,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,74,71,71,71,74,71,71,71,71,71,71,71
71,71,71,71,74,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,74,71,71,71,74,71,71,71,71,71,71,71
71,71,71,71,74,73,73,73,73,71,71,71,74,73,73,73,73,73,73,73,73,73,73,73,73,73,73,74,71,71,71,71,71,71,71
71,71,71,71,72,72,72,72,74,71,71,71,74,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,71,71,71,71,71,71,71
71,71,71,71,71,71,71,71,74,71,71,71,74,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71
71,71,71,71,71,71,71,71,74,71,71,71,74,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71
71,71,71,71,71,71,71,71,74,71,71,71,74,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71
71,71,71,71,71,71,71,71,74,71,71,71,74,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71
71,71,71,71,71,71,71,71,72,71,71,71,72,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71
